close_btc,close_qqq,difficulty,close_VIX,volume_qqq,value_fear_greed,close_int,date,target,target_signal,btc_change
64689.0,8.9,16552923967337.0,61.59,410040000.0,10.0,0.15,2020-03-23,67446.0,verde,0.042479815641467855
67446.0,10.89,16552923967337.0,61.67,414910000.0,12.0,0.12,2020-03-24,66789.0,rojo,0.042619301581412694
66789.0,10.64,16552923967337.0,63.95,417440000.0,13.0,0.1,2020-03-25,67251.0,verde,-0.009741126234320774
67251.0,12.37,14143559041805.2,61.0,324620000.0,14.0,0.1,2020-03-26,63734.0,rojo,0.006917306742128204
63734.0,11.09,14143559041805.2,65.54,278570000.0,12.0,0.1,2020-03-27,63910.0,amarillo,-0.052296620124607784
63910.0,12.25,13912524048946.0,57.08,208310000.0,10.0,0.09,2020-03-30,64125.0,amarillo,0.002761477390403888
64125.0,11.91,13912524048946.0,53.54,365950000.0,12.0,0.08,2020-03-31,66385.0,verde,0.0033641057737443525
66385.0,10.43,13912524048946.0,57.06,267800000.0,12.0,0.06,2020-04-01,68005.0,verde,0.035243664717348855
68005.0,11.05,13912524048946.0,50.91,233760000.0,14.0,0.05,2020-04-02,67359.0,rojo,0.02440310311064242
67359.0,10.6,13912524048946.0,46.8,277240000.0,14.0,0.05,2020-04-03,73323.0,verde,-0.00949930152194689
73323.0,12.82,13912524048946.0,45.24,259310000.0,12.0,0.05,2020-04-06,71852.0,rojo,0.08854050683650283
71852.0,12.8,13912524048946.0,46.7,329000000.0,20.0,0.05,2020-04-07,73612.0,verde,-0.02006191781569222
73612.0,13.62,13912524048946.0,43.35,259090000.0,21.0,0.05,2020-04-08,72890.0,rojo,0.024494794856093183
72890.0,13.67,13912524048946.0,41.67,276650000.0,22.0,0.05,2020-04-09,68413.0,rojo,-0.009808183448350771
68413.0,14.14,14715214060657.0,41.17,213480000.0,11.0,0.05,2020-04-13,68509.0,amarillo,-0.06142131979695431
68509.0,15.98,14715214060657.0,37.76,245020000.0,15.0,0.05,2020-04-14,66291.0,rojo,0.0014032420738747664
66291.0,15.45,14715214060657.0,40.84,215840000.0,18.0,0.05,2020-04-15,70856.0,verde,-0.03237530835364699
70856.0,16.27,14715214060657.0,40.11,281460000.0,13.0,0.05,2020-04-16,70358.0,rojo,0.06886304324870651
70358.0,16.68,14715214060657.0,38.15,231780000.0,15.0,0.05,2020-04-17,68335.0,rojo,-0.007028339166760711
68335.0,16.14,14715214060657.0,43.83,193500000.0,15.0,0.05,2020-04-20,68425.0,amarillo,-0.02875294920264926
68425.0,14.36,14715214060657.0,45.41,259740000.0,17.0,0.05,2020-04-21,71129.0,verde,0.0013170410477794103
71129.0,15.63,14715214060657.0,41.98,137950000.0,19.0,0.05,2020-04-22,74885.0,verde,0.039517720131530876
74885.0,15.52,15958652328578.0,41.38,212430000.0,19.0,0.04,2020-04-23,75038.0,amarillo,0.05280546612492798
75038.0,16.27,15958652328578.0,35.93,159180000.0,20.0,0.05,2020-04-24,77660.0,verde,0.0020431328036323304
77660.0,16.59,15958652328578.0,33.29,152370000.0,28.0,0.04,2020-04-27,77469.0,amarillo,0.034942295903408915
77469.0,15.69,15958652328578.0,33.57,193120000.0,26.0,0.04,2020-04-28,87709.0,verde,-0.0024594385784187933
87709.0,17.33,15958652328578.0,31.23,173050000.0,26.0,0.04,2020-04-29,86290.0,rojo,0.13218190502007254
86290.0,17.44,15958652328578.0,34.15,190270000.0,44.0,0.05,2020-04-30,88216.0,verde,-0.016178499355824383
88216.0,15.88,15958652328578.0,37.19,173120000.0,40.0,0.05,2020-05-01,88747.0,verde,0.022320083439564264
88747.0,16.44,15958652328578.0,35.97,100380000.0,44.0,0.05,2020-05-04,90010.0,verde,0.006019316223814242
90010.0,16.96,16079831604277.9,33.61,144360000.0,40.0,0.05,2020-05-05,91514.0,verde,0.014231466979165441
91514.0,17.3,16079831604277.9,34.12,155940000.0,42.0,0.05,2020-05-06,99798.0,verde,0.016709254527274675
99798.0,17.97,16079831604277.9,31.44,144740000.0,49.0,0.05,2020-05-07,98062.0,rojo,0.09052166881570023
98062.0,18.7,16079831604277.9,27.98,131420000.0,55.0,0.05,2020-05-08,85798.0,rojo,-0.01739513817912186
85798.0,19.16,16104807485529.0,27.57,134690000.0,40.0,0.05,2020-05-11,88138.0,verde,-0.12506373518794234
88138.0,18.02,16104807485529.0,33.04,169680000.0,39.0,0.05,2020-05-12,92987.0,verde,0.02727336301545491
92987.0,17.34,16104807485529.0,35.28,245560000.0,41.0,0.05,2020-05-13,97784.0,verde,0.055015997640064374
97784.0,17.92,16104807485529.0,32.61,201500000.0,40.0,0.05,2020-05-14,93180.0,rojo,0.051587856367019125
93180.0,18.22,16104807485529.0,31.89,178900000.0,44.0,0.05,2020-05-15,97307.0,verde,-0.047083367422073086
97307.0,19.28,16104807485529.0,29.3,148820000.0,50.0,0.05,2020-05-18,97733.0,amarillo,0.044290620304786366
97733.0,19.13,16104807485529.0,30.53,130720000.0,50.0,0.05,2020-05-19,95123.0,rojo,0.004377896759739874
95123.0,20.25,16104807485529.0,27.99,142710000.0,52.0,0.05,2020-05-20,90590.0,rojo,-0.026705411682850233
90590.0,19.63,15138043247083.0,29.53,161350000.0,49.0,0.05,2020-05-21,91697.0,verde,-0.04765408996772602
91697.0,19.81,15138043247083.0,28.16,104830000.0,42.0,0.05,2020-05-22,88425.0,rojo,0.012219891820289153
88425.0,19.72,15138043247083.0,28.01,122600000.0,39.0,0.05,2020-05-26,91991.0,verde,-0.03568273771224795
91991.0,20.0,15138043247083.0,27.62,173640000.0,39.0,0.05,2020-05-27,95722.0,verde,0.04032796154933549
95722.0,19.87,15138043247083.0,28.59,152610000.0,41.0,0.05,2020-05-28,94248.0,rojo,0.04055831548738453
94248.0,20.69,15138043247083.0,27.51,179470000.0,48.0,0.05,2020-05-29,101893.0,verde,-0.015398758905998622
101893.0,20.95,15138043247083.0,28.23,105580000.0,50.0,0.05,2020-06-01,95276.0,rojo,0.08111577964519134
95276.0,21.36,15138043247083.0,26.84,125360000.0,56.0,0.06,2020-06-02,96672.0,verde,-0.0649406730589932
96672.0,21.66,15138043247083.0,25.66,107520000.0,48.0,0.06,2020-06-03,97944.0,verde,0.014652168436962043
97944.0,21.22,15138043247083.0,25.81,133200000.0,54.0,0.06,2020-06-04,96312.0,rojo,0.013157894736842035
96312.0,22.47,15138043247083.0,24.52,140700000.0,53.0,0.07,2020-06-05,97779.0,verde,-0.016662582700318507
97779.0,22.97,13732352106018.0,25.81,109270000.0,53.0,0.07,2020-06-08,97688.0,amarillo,0.015231746822825798
97688.0,23.49,13732352106018.0,27.57,106590000.0,52.0,0.07,2020-06-09,98788.0,verde,-0.0009306701848045273
98788.0,24.33,13732352106018.0,27.57,151460000.0,54.0,0.08,2020-06-10,92832.0,rojo,0.01126033903857171
92832.0,20.75,13732352106018.0,40.79,191670000.0,52.0,0.08,2020-06-11,94666.0,verde,-0.06029072356966436
94666.0,21.2,13732352106018.0,36.09,205940000.0,38.0,0.08,2020-06-12,94254.0,amarillo,0.019756118579800086
94254.0,21.95,13732352106018.0,34.4,199090000.0,37.0,0.09,2020-06-15,95235.0,verde,-0.0043521433249530395
95235.0,23.11,13732352106018.0,33.67,191610000.0,39.0,0.09,2020-06-16,94646.0,rojo,0.010408046342860855
94646.0,23.33,13732352106018.0,33.47,129430000.0,38.0,0.09,2020-06-17,93881.0,rojo,-0.006184701002782567
93881.0,23.51,15784744305477.0,32.94,106390000.0,40.0,0.09,2020-06-18,93140.0,rojo,-0.00808275045960738
93140.0,23.48,15784744305477.0,35.12,144980000.0,39.0,0.09,2020-06-19,96837.0,verde,-0.007892970888678241
96837.0,24.32,15784744305477.0,31.77,110070000.0,38.0,0.08,2020-06-22,96246.0,rojo,0.03969293536611551
96246.0,24.95,15784744305477.0,31.37,117450000.0,41.0,0.08,2020-06-23,93020.0,rojo,-0.006103039127606236
93020.0,23.48,15784744305477.0,33.84,196410000.0,50.0,0.08,2020-06-24,92475.0,rojo,-0.03351827608420088
92475.0,24.1,15784744305477.0,32.22,150850000.0,43.0,0.08,2020-06-25,91600.0,rojo,-0.0058589550634272625
91600.0,22.37,15784744305477.0,34.73,187970000.0,40.0,0.08,2020-06-26,91854.0,amarillo,-0.009462016761286884
91854.0,23.08,15784744305477.0,31.78,129810000.0,41.0,0.08,2020-06-29,91354.0,rojo,0.002772925764192191
91354.0,24.41,15784618886622.5,30.43,125690000.0,44.0,0.08,2020-06-30,92299.0,verde,-0.005443421081281152
92299.0,25.28,15784618886622.5,28.62,126070000.0,42.0,0.08,2020-07-01,90851.0,rojo,0.01034437463055804
90851.0,25.82,15784618886622.5,27.68,114080000.0,42.0,0.09,2020-07-02,93390.0,verde,-0.015688143966890222
93390.0,27.72,15784217546288.0,27.94,105990000.0,40.0,0.09,2020-07-06,92560.0,rojo,0.027946858042289024
92560.0,27.17,15784217546288.0,29.43,123050000.0,43.0,0.09,2020-07-07,94299.0,verde,-0.008887461184280965
94299.0,28.22,15784217546288.0,28.08,119970000.0,44.0,0.09,2020-07-08,92357.0,rojo,0.01878781331028523
92357.0,28.92,15784217546288.0,29.26,158800000.0,44.0,0.09,2020-07-09,92851.0,verde,-0.020594067805597138
92851.0,29.54,15784217546288.0,27.29,121400000.0,41.0,0.09,2020-07-10,92436.0,amarillo,0.005348809510919539
92436.0,27.71,15784217546288.0,32.19,187290000.0,43.0,0.09,2020-07-13,92534.0,amarillo,-0.004469526445595617
92534.0,28.3,15784217546288.0,29.52,229880000.0,43.0,0.09,2020-07-14,91987.0,rojo,0.001060192998398879
91987.0,28.44,15784217546288.0,27.76,183770000.0,44.0,0.1,2020-07-15,91353.0,rojo,-0.005911340696392653
91353.0,27.83,17345948872516.0,28.0,149990000.0,43.0,0.1,2020-07-16,91558.0,amarillo,-0.006892278256710238
91558.0,27.96,17345948872516.0,25.68,115500000.0,41.0,0.09,2020-07-17,91624.0,amarillo,0.002244042341247754
91624.0,30.34,17345948872516.0,24.46,125810000.0,44.0,0.1,2020-07-20,93873.0,verde,0.0007208545402914712
93873.0,29.37,17345948872516.0,24.84,147840000.0,44.0,0.1,2020-07-21,95137.0,verde,0.024545970488081714
95137.0,29.71,17345948872516.0,24.32,113900000.0,50.0,0.09,2020-07-22,95996.0,verde,0.013465000585898057
95996.0,27.38,17345948872516.0,26.08,168320000.0,55.0,0.09,2020-07-23,95464.0,rojo,0.009029084373062046
95464.0,26.57,17345948872516.0,25.84,178610000.0,53.0,0.09,2020-07-24,110228.0,verde,-0.005541897579065758
110228.0,28.0,17345948872516.0,24.74,133810000.0,58.0,0.1,2020-07-27,109085.0,rojo,0.15465515796530638
109085.0,26.95,16847561611550.0,25.44,119350000.0,76.0,0.1,2020-07-28,111059.0,verde,-0.0103694161193163
111059.0,27.86,16847561611550.0,24.1,97140000.0,71.0,0.1,2020-07-29,110962.0,amarillo,0.018095980198927553
110962.0,28.32,16847561611550.0,24.76,151100000.0,76.0,0.1,2020-07-30,113334.0,verde,-0.0008734096291160842
113334.0,29.84,16847561611550.0,24.46,180000000.0,75.0,0.1,2020-07-31,112244.0,rojo,0.02137668751464461
112244.0,30.96,16847561611550.0,24.28,108930000.0,75.0,0.1,2020-08-03,111847.0,amarillo,-0.009617590484761851
111847.0,31.36,16847561611550.0,23.76,105500000.0,72.0,0.1,2020-08-04,117351.0,verde,-0.0035369373864081455
117351.0,31.61,16847561611550.0,22.99,81480000.0,75.0,0.1,2020-08-05,117571.0,amarillo,0.049210081629368796
117571.0,32.82,16847561611550.0,22.65,96030000.0,79.0,0.1,2020-08-06,115920.0,rojo,0.0018747177271603022
115920.0,31.75,16847561611550.0,22.21,148350000.0,77.0,0.1,2020-08-07,118892.0,verde,-0.014042578527017735
118892.0,31.32,16847561611550.0,22.13,127160000.0,78.0,0.1,2020-08-10,113904.0,rojo,0.025638371290545248
113904.0,29.54,16847561611550.0,24.03,155140000.0,84.0,0.1,2020-08-11,115572.0,verde,-0.04195404232412614
115572.0,31.75,16847561611550.0,22.28,110920000.0,75.0,0.1,2020-08-12,117709.0,verde,0.01464391066160986
117709.0,31.98,16947802333947.0,22.13,117140000.0,75.0,0.1,2020-08-13,117508.0,amarillo,0.018490637870764548
117508.0,31.88,16947802333947.0,22.05,99870000.0,78.0,0.1,2020-08-14,122826.0,verde,-0.0017076009481008514
122826.0,32.94,16947802333947.0,21.35,63330000.0,83.0,0.1,2020-08-17,119476.0,rojo,0.045256493174932855
119476.0,33.9,16947802333947.0,21.51,74660000.0,82.0,0.09,2020-08-18,117502.0,rojo,-0.02727435559246416
117502.0,33.24,16947802333947.0,22.54,102920000.0,80.0,0.09,2020-08-19,118569.0,verde,-0.016522146707288465
118569.0,34.61,16947802333947.0,22.72,76390000.0,75.0,0.09,2020-08-20,115292.0,rojo,0.00908069649878307
115292.0,35.33,16947802333947.0,22.54,82140000.0,81.0,0.09,2020-08-21,117535.0,verde,-0.027637915475377195
117535.0,35.99,16947802333947.0,22.37,125690000.0,78.0,0.09,2020-08-24,113248.0,rojo,0.019454949172535763
113248.0,36.83,17557993035167.0,22.03,86280000.0,75.0,0.09,2020-08-25,114623.0,verde,-0.036474241715233724
114623.0,39.18,17557993035167.0,23.27,109830000.0,76.0,0.09,2020-08-26,113274.0,rojo,0.012141494772534678
113274.0,38.83,17557993035167.0,24.47,151300000.0,75.0,0.08,2020-08-27,115274.0,verde,-0.011769016689495149
115274.0,39.43,17557993035167.0,22.96,99070000.0,74.0,0.09,2020-08-28,116442.0,verde,0.017656302417147884
116442.0,40.34,17557993035167.0,26.41,90200000.0,75.0,0.09,2020-08-31,119149.0,verde,0.010132380241858474
119149.0,42.44,17557993035167.0,26.12,96920000.0,75.0,0.09,2020-09-01,114133.0,rojo,0.02324762542725134
114133.0,43.63,17557993035167.0,26.57,144680000.0,83.0,0.09,2020-09-02,101688.0,rojo,-0.04209854887577735
101688.0,36.93,17557993035167.0,33.6,221510000.0,79.0,0.09,2020-09-03,104725.0,verde,-0.10903945397036785
104725.0,35.41,17557993035167.0,30.75,280740000.0,40.0,0.09,2020-09-04,101266.0,rojo,0.02986586421209969
101266.0,30.41,17557993035167.0,31.46,213410000.0,41.0,0.09,2020-09-08,102246.0,verde,-0.033029362616376234
102246.0,33.02,17557993035167.0,28.81,145180000.0,38.0,0.09,2020-09-09,103397.0,verde,0.009677483064404635
103397.0,31.11,17345997805929.0,29.71,232970000.0,38.0,0.09,2020-09-10,103902.0,amarillo,0.011257164094438998
103902.0,30.43,17345997805929.0,26.87,192900000.0,41.0,0.09,2020-09-11,106753.0,verde,0.0048840875460602895
106753.0,32.0,17345997805929.0,25.85,134520000.0,39.0,0.09,2020-09-14,107853.0,verde,0.027439317818713782
107853.0,33.35,17345997805929.0,25.59,150440000.0,47.0,0.09,2020-09-15,109495.0,verde,0.010304160070442991
109495.0,31.75,17345997805929.0,26.04,153590000.0,43.0,0.09,2020-09-16,109413.0,amarillo,0.015224425838873179
109413.0,30.29,17345997805929.0,26.46,223420000.0,48.0,0.09,2020-09-17,109330.0,amarillo,-0.0007488926434997545
109330.0,29.12,17345997805929.0,25.83,231520000.0,49.0,0.09,2020-09-18,104168.0,rojo,-0.0007585935857713499
104168.0,29.47,17345997805929.0,27.78,187660000.0,48.0,0.09,2020-09-21,105315.0,verde,-0.0472148541114058
105315.0,31.08,19314656404097.0,26.86,157530000.0,39.0,0.09,2020-09-22,102373.0,rojo,0.011011059058444017
102373.0,28.2,19314656404097.0,28.58,202750000.0,43.0,0.09,2020-09-23,107394.0,verde,-0.02793524189336749
107394.0,28.61,19314656404097.0,28.51,187520000.0,39.0,0.09,2020-09-24,106888.0,amarillo,0.04904613521143264
106888.0,30.61,19314656404097.0,26.38,162240000.0,46.0,0.09,2020-09-25,106932.0,amarillo,-0.004711622623237766
106932.0,32.43,19314656404097.0,26.19,136670000.0,43.0,0.09,2020-09-28,108409.0,verde,0.0004116458348926155
108409.0,32.09,19314656404097.0,26.27,111390000.0,45.0,0.09,2020-09-29,107761.0,rojo,0.013812516365540706
107761.0,32.72,19314656404097.0,26.37,169380000.0,49.0,0.09,2020-09-30,106205.0,rojo,-0.005977363503030242
106205.0,34.26,19314656404097.0,26.7,139340000.0,45.0,0.09,2020-10-01,105723.0,amarillo,-0.014439361178905208
105723.0,31.43,19314656404097.0,27.63,199780000.0,41.0,0.09,2020-10-02,107895.0,verde,-0.004538392731039065
107895.0,33.42,19300708897945.594,27.96,105400000.0,42.0,0.09,2020-10-05,106026.0,rojo,0.020544252433245314
106026.0,31.62,19300708897945.594,29.48,172820000.0,47.0,0.09,2020-10-06,106709.0,verde,-0.01732239677464198
106709.0,33.28,19300708897945.594,28.06,112540000.0,43.0,0.09,2020-10-07,109241.0,verde,0.0064418161583008615
109241.0,33.77,19298087186263.0,26.36,98950000.0,46.0,0.09,2020-10-08,110542.0,verde,0.023728082917092275
110542.0,35.28,19298087186263.0,25.0,97640000.0,48.0,0.09,2020-10-09,114238.0,verde,0.011909447917906268
114238.0,38.57,19298087186263.0,26.07,141930000.0,56.0,0.09,2020-10-13,114204.0,amarillo,0.03343525537804637
114204.0,37.62,19298087186263.0,26.4,148980000.0,53.0,0.09,2020-10-14,115030.0,verde,-0.00029762425812773774
115030.0,36.84,19298087186263.0,26.97,124540000.0,56.0,0.09,2020-10-15,113220.0,rojo,0.007232671360022369
113220.0,36.28,19298087186263.0,27.41,114050000.0,52.0,0.09,2020-10-16,117534.0,verde,-0.01573502564548379
117534.0,34.47,19298087186263.0,29.18,138780000.0,55.0,0.09,2020-10-19,119135.0,verde,0.03810280869104399
119135.0,34.69,19997335994446.0,29.35,137360000.0,56.0,0.09,2020-10-20,128087.0,verde,0.013621590348324775
128087.0,34.6,19997335994446.0,28.65,121290000.0,61.0,0.09,2020-10-21,129746.0,verde,0.07514164603181261
129746.0,34.62,19997335994446.0,28.11,119580000.0,73.0,0.09,2020-10-22,129341.0,amarillo,0.012952134096356316
129341.0,34.83,19997335994446.0,27.55,95540000.0,74.0,0.09,2020-10-23,130616.0,verde,-0.003121483513942591
130616.0,33.24,19997335994446.0,32.46,158560000.0,75.0,0.09,2020-10-26,136578.0,verde,0.00985766307667335
136578.0,34.02,19997335994446.0,33.35,111930000.0,61.0,0.09,2020-10-27,132789.0,rojo,0.04564525019905674
132789.0,30.03,19997335994446.0,40.28,184720000.0,70.0,0.09,2020-10-28,134572.0,verde,-0.027742388964547726
134572.0,31.56,19997335994446.0,37.59,138190000.0,67.0,0.09,2020-10-29,135599.0,verde,0.013427317021741159
135599.0,29.36,19997335994446.0,38.02,231170000.0,74.0,0.09,2020-10-30,135614.0,amarillo,0.007631602413577854
135614.0,29.37,19997335994446.0,37.13,151140000.0,71.0,0.09,2020-11-02,140199.0,verde,0.00011062028481045871
140199.0,30.85,19997335994446.0,35.55,134970000.0,71.0,0.09,2020-11-03,141456.0,verde,0.033809193741059174
141456.0,35.02,19997335994446.0,29.57,169190000.0,74.0,0.09,2020-11-04,155871.0,verde,0.008965827145700045
155871.0,37.72,16787779609933.0,27.58,150130000.0,72.0,0.09,2020-11-05,155779.0,amarillo,0.10190447913131995
155779.0,37.85,16787779609933.0,24.86,135150000.0,90.0,0.09,2020-11-06,153272.0,rojo,-0.0005902316659288642
153272.0,35.54,16787779609933.0,25.75,165870000.0,90.0,0.09,2020-11-09,153036.0,amarillo,-0.016093311678724298
153036.0,33.62,16787779609933.0,24.8,168670000.0,90.0,0.09,2020-11-10,162947.0,verde,-0.0015397463333158834
162947.0,35.36,16787779609933.0,25.35,143860000.0,87.0,0.09,2020-11-12,163242.0,amarillo,0.06476253953318167
163242.0,36.28,16787779609933.0,23.1,104900000.0,89.0,0.09,2020-11-13,167158.0,verde,0.0018104046100879678
167158.0,37.12,16787779609933.0,22.45,106880000.0,90.0,0.09,2020-11-16,176623.0,verde,0.023988924418960833
176623.0,36.78,17596801059571.0,22.71,91350000.0,86.0,0.09,2020-11-17,177746.0,verde,0.05662307517438592
177746.0,35.92,17596801059571.0,23.84,77170000.0,91.0,0.09,2020-11-18,178035.0,amarillo,0.006358175322579651
178035.0,36.81,17596801059571.0,23.11,79670000.0,94.0,0.08,2020-11-19,186752.0,verde,0.001625915632419206
186752.0,36.07,17596801059571.0,23.7,65000000.0,86.0,0.08,2020-11-20,183796.0,rojo,0.04896228269722247
183796.0,36.08,17596801059571.0,22.66,89530000.0,90.0,0.08,2020-11-23,191526.0,verde,-0.015828478409869784
191526.0,37.55,17596801059571.0,21.64,78010000.0,88.0,0.08,2020-11-24,187230.0,rojo,0.042057498530980064
187230.0,38.26,17596801059571.0,21.25,64340000.0,94.0,0.08,2020-11-25,171271.0,rojo,-0.02243037498825229
171271.0,39.3,17596801059571.0,20.84,46460000.0,86.0,0.08,2020-11-27,196981.0,verde,-0.08523740853495698
196981.0,39.51,18158528379021.04,20.57,92310000.0,88.0,0.09,2020-11-30,187707.0,rojo,0.15011297884638974
187707.0,41.06,18158528379021.04,20.77,85400000.0,95.0,0.09,2020-12-01,192188.0,verde,-0.04708068290850387
192188.0,41.22,18158528379021.04,21.17,73070000.0,92.0,0.09,2020-12-02,194333.0,verde,0.023872311634622
